"","Plot_ID","Year","Block_Num","Treatment","Shrub_Interspace","Transect","EcolState","Shrub_Encroach","AMAL","AMPA","APRA","ARAD","ARPU9","ASNU4","ATCA2","BAAB","BAMU","BOAR","BOBA2","BOER4","BOWR","CHAL11","CHAMA15","CHIN2","CHSO","CIOC2","CRYPT","CYRE14","DALA3","DAPU7","DEPI","DIWI2","ECCR","ERAB2","ERAGR","ERDI4","Fuzzy_Bluegrass","GUSA2","HEPE","HOFFM","HOHU","HYWI","IPCO2","KALLS","LACO13","LACTU","LEPAB","LIAU4","MAPI","MOCE","MOVE","MUPO2","MUSQ","NAHI","PAHI5","PASP","PECTI","PLPA2","PORTU","PRGL2","RUME2","SPAN3","SPIN2","SPORO","TILA2","UNK","UNK_DICOT","UNK_MONO","URAR","VEEN","VUOC","Total","Shrub","Introduced_Annual_Forb","Introduced_Annual_Grass","Introduced_Perennial_Grass","Native_Annual_Forb","Native_Annual_Grass","Native_Perennial_Forb","Native_Perennial_Grass"
"14","2C_I2","2020","2","Control","Interspace","1","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","2C_I3","2020","2","Control","Interspace","2","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,283.28611898017,0,0,0,849.85835694051,0,0,0,0,283.28611898017,0,0,283.28611898017
"16","2C_I4","2020","2","Control","Interspace","2","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,283.28611898017,0,0,283.28611898017
"17","2C_I5","2020","2","Control","Interspace","3","600","High",0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,1416.43059490085,0,0,0,0,566.57223796034,0,283.28611898017,566.57223796034
"18","2C_I6","2020","2","Control","Interspace","3","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,849.85835694051,0,0,0
"19","2C_S1","2020","2","Control","Shrub","1","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,849.85835694051,0,0,0,0,566.57223796034,0,0,0
"20","2C_S2","2020","2","Control","Shrub","1","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,283.28611898017,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,283.28611898017
"21","2C_S3","2020","2","Control","Shrub","2","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,283.28611898017,0,0,0,0,0,849.85835694051,0,0,0,0,283.28611898017,0,0,283.28611898017
"22","2C_S4","2020","2","Control","Shrub","2","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,1133.14447592068,0,0,0,0,849.85835694051,0,0,283.28611898017
"23","2C_S5","2020","2","Control","Shrub","3","600","High",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,566.57223796034,0,0,0,0,1983.00283286119,0,0,0,0,849.85835694051,0,0,566.57223796034
"24","2C_S6","2020","2","Control","Shrub","3","600","High",0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,283.28611898017,283.28611898017
"25","3C_I1","2020","3","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,283.28611898017,0
"26","3C_I2","2020","3","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,566.57223796034,0,0,0,0,283.28611898017,0,0,0
"27","3C_I3","2020","3","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,849.85835694051,0,0,0
"28","3C_I4","2020","3","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.43059490085,0,0,0,0,0,0,0,0,0,1133.14447592068,0,566.57223796034,0,0,0,0,0,3399.43342776204,0,0,0,0,1416.43059490085,0,283.28611898017,1133.14447592068
"29","3C_I5","2020","3","Control","Interspace","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,566.57223796034,0,0,283.28611898017
"30","3C_I6","2020","3","Control","Interspace","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,849.85835694051,283.28611898017,0,0,0,0,1416.43059490085,0,0,0,0,0,0,0,283.28611898017
"31","3C_S1","2020","3","Control","Shrub","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,283.28611898017,0,0,566.57223796034
"32","3C_S2","2020","3","Control","Shrub","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,283.28611898017,0,0,0,0,0,849.85835694051,0,0,0,0,0,0,0,566.57223796034
"33","3C_S3","2020","3","Control","Shrub","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,283.28611898017
"34","3C_S4","2020","3","Control","Shrub","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,849.85835694051,0,283.28611898017,283.28611898017,0,0,0,0,1699.71671388102,0,0,0,0,283.28611898017,0,0,849.85835694051
"35","3C_S5","2020","3","Control","Shrub","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,283.28611898017,0,0,0,0,0,1133.14447592068,0,0,0,0,566.57223796034,0,0,283.28611898017
"36","3C_S6","2020","3","Control","Shrub","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,1699.71671388102,0,0,0,0,1416.43059490085,0,0,283.28611898017
"37","4C_I1","2020","4","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,283.28611898017,0,0,566.57223796034
"38","4C_I2","2020","4","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,1133.14447592068,0,0,0,0,849.85835694051,0,0,0
"39","4C_I3","2020","4","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,849.85835694051,0,0,0,0,283.28611898017,0,0,0
"40","4C_I4","2020","4","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.14447592068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,283.28611898017,0,0,0,0,0,1983.00283286119,0,0,0,0,1416.43059490085,0,0,283.28611898017
"41","4C_I5","2020","4","Control","Interspace","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,849.85835694051,0,0,0,0,283.28611898017,283.28611898017,0,0
"42","4C_I6","2020","4","Control","Interspace","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549.57507082153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,3116.14730878187,0,0,0,0,2832.8611898017,0,0,283.28611898017
"43","4C_S1","2020","4","Control","Shrub","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,566.57223796034
"44","4C_S2","2020","4","Control","Shrub","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,283.28611898017,0,0,0,0,0,1133.14447592068,0,0,0,0,566.57223796034,0,0,283.28611898017
"45","4C_S3","2020","4","Control","Shrub","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,283.28611898017,0,283.28611898017,0,0,1416.43059490085,0,0,0,0,283.28611898017,283.28611898017,0,566.57223796034
"46","4C_S4","2020","4","Control","Shrub","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,283.28611898017,0,0,0,0,1699.71671388102,0,0,0,0,849.85835694051,0,0,566.57223796034
"47","4C_S5","2020","4","Control","Shrub","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,849.85835694051,0,0,0,0,283.28611898017,0,0,0
"48","4C_S6","2020","4","Control","Shrub","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,283.28611898017,0,0,566.57223796034
"49","8C_I1","2020","8","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,566.57223796034,283.28611898017,0,0,0,0,0,0,1416.43059490085,0,0,0,0,0,3682.71954674221,0,0,0,0,2266.28895184136,0,0,0
"50","8C_I2","2020","8","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,566.57223796034,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,1983.00283286119,0,0,0,0,1416.43059490085,0,0,566.57223796034
"51","8C_I3","2020","8","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,566.57223796034,0,0,0,0,0,0,0,283.28611898017,0,283.28611898017,0,0,0,1699.71671388102,0,0,0,0,1133.14447592068,0,0,0
"52","8C_I4","2020","8","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.14447592068,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,1699.71671388102,0,0,0,0,1416.43059490085,0,283.28611898017,0
"53","8C_I5","2020","8","Control","Interspace","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,849.85835694051,0,0,0,0,0,283.28611898017,0,849.85835694051,0,0,0,0,0,2832.8611898017,0,0,0,0,1699.71671388102,0,0,283.28611898017
"54","8C_I6","2020","8","Control","Interspace","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.14447592068,0,0,0,9065.15580736544,0,0,0,0,0,283.28611898017,0,566.57223796034,0,0,0,0,0,11331.4447592068,0,0,0,0,10198.3002832861,0,0,566.57223796034
"55","8C_S1","2020","8","Control","Shrub","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.14447592068,0,0,0,0,0,0,0,0,0,566.57223796034,0,283.28611898017,849.85835694051,0,0,0,0,2832.8611898017,0,0,0,0,1133.14447592068,0,0,566.57223796034
"56","8C_S2","2020","8","Control","Shrub","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,0,849.85835694051,0,0,0
"57","8C_S3","2020","8","Control","Shrub","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,283.28611898017,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,1133.14447592068,0,0,0,0,849.85835694051,0,0,283.28611898017
"58","8C_S4","2020","8","Control","Shrub","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.14447592068,0,0,0,566.57223796034,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,1983.00283286119,0,0,0,0,1699.71671388102,0,0,283.28611898017
"59","8C_S5","2020","8","Control","Shrub","3","400","Medium",0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,566.57223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.14447592068,0,0,0,0,1133.14447592068,0,0,0
"60","8C_S6","2020","8","Control","Shrub","3","400","Medium",0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85835694051,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.00283286119,0,0,0,0,1699.71671388102,0,283.28611898017,0
"61","9C_I1","2020","9","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,283.28611898017
"62","9C_I2","2020","9","Control","Interspace","1","400","Medium",0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.57223796034,0,0,0,0,283.28611898017,0,283.28611898017,0
"63","9C_I3","2020","9","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28611898017,0,0,0,0,283.28611898017,0,0,0
"64","9C_I4","2020","9","Control","Interspace","2","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","9C_I5","2020","9","Control","Interspace","3","400","Medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
